paper_id,day,title,authors_short,authors,relevance,include_decision,editing_cluster,method_family,modality,reading_priority,best_use,editing_intent,evidence_basis,signals,exclusion_reason,paper_page,pdf,arxiv,abstract
3261,2026-06-07,Taming Video Models for 3D and 4D Generation via Zero-Shot Camera Control,"Chenxi Song, Yanming Yang, Tong Zhao et al.",Chenxi Song; Yanming Yang; Tong Zhao; Ruibo Li; Chi Zhang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,control,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Song_Taming_Video_Models_for_3D_and_4D_Generation_via_Zero-Shot_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Song_Taming_Video_Models_for_3D_and_4D_Generation_via_Zero-Shot_CVPR_2026_paper.pdf,https://arxiv.org/abs/2509.15130,
3288,2026-06-07,Spatio-Temporal Difference Guided Motion Deblurring with the Complementary Vision Sensor,"Yapeng Meng, Lin Yang, Yuguo Chen et al.",Yapeng Meng; Lin Yang; Yuguo Chen; Xiangru Chen; Taoyi Wang; Lijian Wang; Zheyu Yang; Yihan Lin; Rong Zhao,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,deblurring,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Meng_Spatio-Temporal_Difference_Guided_Motion_Deblurring_with_the_Complementary_Vision_Sensor_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Meng_Spatio-Temporal_Difference_Guided_Motion_Deblurring_with_the_Complementary_Vision_Sensor_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.10554,
3290,2026-06-07,Physics-Consistent Diffusion for Efficient Fluid Super-Resolution via Multiscale Residual Correction,"Zhihao Li, Shengwei Dong, Chuang Yi et al.",Zhihao Li; Shengwei Dong; Chuang Yi; Junxuan Gao; Zhilu Lai; Zhiqiang Liu; Wei Wang; Guangtao Zhang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,super-resolution,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Li_Physics-Consistent_Diffusion_for_Efficient_Fluid_Super-Resolution_via_Multiscale_Residual_Correction_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Physics-Consistent_Diffusion_for_Efficient_Fluid_Super-Resolution_via_Multiscale_Residual_Correction_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.00149,
3300,2026-06-07,KLIP: Localized Distribution Shift Detection via KL-Divergence with Diffusion Priors in Inverse Problems,"Alireza Kheirandish, Jihoon Hong, Sara Fridovich-Keil",Alireza Kheirandish; Jihoon Hong; Sara Fridovich-Keil,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,localized; detection,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Kheirandish_KLIP_Localized_Distribution_Shift_Detection_via_KL-Divergence_with_Diffusion_Priors_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kheirandish_KLIP_Localized_Distribution_Shift_Detection_via_KL-Divergence_with_Diffusion_Priors_CVPR_2026_paper.pdf,,
3306,2026-06-07,Pico-Banana-400K: A Large-Scale Dataset for Text-Guided Image Editing,"Yusu Qian, Eli Bocek-Rivele, Liangchen Song et al.",Yusu Qian; Eli Bocek-Rivele; Liangchen Song; Jialing Tong; Yinfei Yang; Jiasen Lu; Wenze Hu; Zhe Gan,强相关,include,直接编辑、修补与合成,Title-level unknown / Other,图像,Deep Read,作为图像编辑主线方法精读，重点看编辑保真度、局部不串扰和推理步数。,直接改变图像局部或整体内容，包括指令编辑、修补、合成、属性操控。,CVF metadata title-level triage,image editing,,https://openaccess.thecvf.com/content/CVPR2026/html/Qian_Pico-Banana-400K_A_Large-Scale_Dataset_for_Text-Guided_Image_Editing_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Qian_Pico-Banana-400K_A_Large-Scale_Dataset_for_Text-Guided_Image_Editing_CVPR_2026_paper.pdf,,
3321,2026-06-07,TIPSv2: Advancing Vision-Language Pretraining with Enhanced Patch-Text Alignment,"Bingyi Cao, Koert Chen, Kevis-Kokitsi Maninis et al.",Bingyi Cao; Koert Chen; Kevis-Kokitsi Maninis; Kaifeng Chen; Arjun Karpur; Ye Xia; Sahil Dua; Tanmaya Dabral; Guangxing Han; Bohyung Han; Joshua Ainslie; Alex Bewley; Mithun Jacob; René Wagner; Washington Ramos; Krzysztof Choromanski; Mojtaba Seyedhosseini; Howard Zhou; Andre Araujo,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,alignment,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Cao_TIPSv2_Advancing_Vision-Language_Pretraining_with_Enhanced_Patch-Text_Alignment_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Cao_TIPSv2_Advancing_Vision-Language_Pretraining_with_Enhanced_Patch-Text_Alignment_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.12012,
3323,2026-06-07,Test-Time Alignment of Text-to-Image Diffusion Models via Null-Text Embedding Optimisation,"Taehoon Kim, Henry Gouk, Timothy Hospedales",Taehoon Kim; Henry Gouk; Timothy Hospedales,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,alignment,人工排除：更接近图像恢复/颜色校正，不作为编辑论文统计,https://openaccess.thecvf.com/content/CVPR2026/html/Kim_Test-Time_Alignment_of_Text-to-Image_Diffusion_Models_via_Null-Text_Embedding_Optimisation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kim_Test-Time_Alignment_of_Text-to-Image_Diffusion_Models_via_Null-Text_Embedding_Optimisation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.20889,
3326,2026-06-07,Rethinking Diffusion Model-Based Video Super-Resolution: Leveraging Dense Guidance from Aligned Features,"Jingyi Xu, Meisong Zheng, Ying Chen et al.",Jingyi Xu; Meisong Zheng; Ying Chen; Minglang Qiao; Xin Deng; Mai Xu,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,super-resolution,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Xu_Rethinking_Diffusion_Model-Based_Video_Super-Resolution_Leveraging_Dense_Guidance_from_Aligned_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_Rethinking_Diffusion_Model-Based_Video_Super-Resolution_Leveraging_Dense_Guidance_from_Aligned_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.16928,
3329,2026-06-07,EgoRoC: Towards Egocentric Robotic Control via Task-Agnostic Visual Alignment,"Wei Feng, Chi Zhang, Nan Li et al.",Wei Feng; Chi Zhang; Nan Li; Qian Zhang; Qi Zhang; Mingyan Li,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,control; alignment,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Feng_EgoRoC_Towards_Egocentric_Robotic_Control_via_Task-Agnostic_Visual_Alignment_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Feng_EgoRoC_Towards_Egocentric_Robotic_Control_via_Task-Agnostic_Visual_Alignment_CVPR_2026_paper.pdf,,
3330,2026-06-07,Physics-Guided Multistep Deformation Reversal for Ancient Bamboo Slip Restoration,"Qianqian Tang, Jinchi Zhu, Xiaolu Zhou et al.",Qianqian Tang; Jinchi Zhu; Xiaolu Zhou; Yongchao Xu,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,restoration,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Tang_Physics-Guided_Multistep_Deformation_Reversal_for_Ancient_Bamboo_Slip_Restoration_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Tang_Physics-Guided_Multistep_Deformation_Reversal_for_Ancient_Bamboo_Slip_Restoration_CVPR_2026_paper.pdf,,
3341,2026-06-07,Dual-level Adapter Boosting Prompt-free Curvilinear Structure Segmentation,"Kai Zhu, Li Chen, Jun Cheng",Kai Zhu; Li Chen; Jun Cheng,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,prompt; adapter; segmentation,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Zhu_Dual-level_Adapter_Boosting_Prompt-free_Curvilinear_Structure_Segmentation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhu_Dual-level_Adapter_Boosting_Prompt-free_Curvilinear_Structure_Segmentation_CVPR_2026_paper.pdf,,
3344,2026-06-07,BiomedCCPL: Causal Conditional Prompt Learning for Biomedical Vision-Language Models,"Xueliang Cui, Juncai Zhang, Jiacheng Hou et al.",Xueliang Cui; Juncai Zhang; Jiacheng Hou; Dan Lu; Hao Zhang; Ruxin Wang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,prompt,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Cui_BiomedCCPL_Causal_Conditional_Prompt_Learning_for_Biomedical_Vision-Language_Models_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Cui_BiomedCCPL_Causal_Conditional_Prompt_Learning_for_Biomedical_Vision-Language_Models_CVPR_2026_paper.pdf,,
3346,2026-06-07,Cross-modal Fuzzy Alignment Network for Text-Aerial Person Retrieval and A Large-scale Benchmark,"Yifei Deng, Chenglong Li, Yuyang Zhang et al.",Yifei Deng; Chenglong Li; Yuyang Zhang; Guyue Hu; Jin Tang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,alignment; retrieval,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Deng_Cross-modal_Fuzzy_Alignment_Network_for_Text-Aerial_Person_Retrieval_and_A_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Deng_Cross-modal_Fuzzy_Alignment_Network_for_Text-Aerial_Person_Retrieval_and_A_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.20721,
3351,2026-06-07,HierEdit: Region-Aware Hierarchical Diffusion for Efficient High-Resolution Editing,"Yuyao Zhang, Alexander Huang-Menders, Yu-Wing Tai",Yuyao Zhang; Alexander Huang-Menders; Yu-Wing Tai,中相关,include,直接编辑、修补与合成,Diffusion Model,图像,Skim -> Deep,作为图像编辑主线方法精读，重点看编辑保真度、局部不串扰和推理步数。,直接改变图像局部或整体内容，包括指令编辑、修补、合成、属性操控。,CVF metadata title-level triage,region,,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_HierEdit_Region-Aware_Hierarchical_Diffusion_for_Efficient_High-Resolution_Editing_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_HierEdit_Region-Aware_Hierarchical_Diffusion_for_Efficient_High-Resolution_Editing_CVPR_2026_paper.pdf,,
3352,2026-06-07,BluRef: Unsupervised Image Deblurring with Dense-Matching References,"Bang-Dang Pham, Anh Tran, Cuong Pham et al.",Bang-Dang Pham; Anh Tran; Cuong Pham; Minh Hoai,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,deblurring,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Pham_BluRef_Unsupervised_Image_Deblurring_with_Dense-Matching_References_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Pham_BluRef_Unsupervised_Image_Deblurring_with_Dense-Matching_References_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.14176,
3353,2026-06-07,Scaling Instruction-Based Video Editing with a High-Quality Synthetic Dataset,"Qingyan Bai, Qiuyu Wang, Hao Ouyang et al.",Qingyan Bai; Qiuyu Wang; Hao Ouyang; Yue Yu; Hanlin Wang; Wen Wang; Ka Leong Cheng; Shuailei Ma; Yanhong Zeng; Zichen Liu; Yinghao Xu; Yujun Shen; Qifeng Chen,强相关,include,视频、多视图与3D编辑,Title-level unknown / Other,视频,Deep Read,作为从单图编辑扩展到视频、多视图和3D场景的一致性方向阅读。,把编辑扩展到跨帧、跨视角或三维场景，关键是时空一致性。,CVF metadata title-level triage,video editing,,https://openaccess.thecvf.com/content/CVPR2026/html/Bai_Scaling_Instruction-Based_Video_Editing_with_a_High-Quality_Synthetic_Dataset_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Bai_Scaling_Instruction-Based_Video_Editing_with_a_High-Quality_Synthetic_Dataset_CVPR_2026_paper.pdf,https://arxiv.org/abs/2510.15742,
3355,2026-06-07,FG-Portrait: 3D Flow Guided Editable Portrait Animation,"Yating Xu, Yunqi Miao, Evangelos Ververas et al.",Yating Xu; Yunqi Miao; Evangelos Ververas; Jiankang Deng; Jifei Song,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,editable,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Xu_FG-Portrait_3D_Flow_Guided_Editable_Portrait_Animation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_FG-Portrait_3D_Flow_Guided_Editable_Portrait_Animation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.23381,
3359,2026-06-07,MatchMask: Mask-Centric Generative Data Augmentation for Label-Scarce Semantic Segmentation,"Yuqi Lin, Hao Zhang, Wenqi Shao et al.",Yuqi Lin; Hao Zhang; Wenqi Shao; Shiqu Liu; Zhihong Gu; Wenxiao Wang; Xiaofei He; Kaipeng Zhang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,mask; segmentation,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Lin_MatchMask_Mask-Centric_Generative_Data_Augmentation_for_Label-Scarce_Semantic_Segmentation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Lin_MatchMask_Mask-Centric_Generative_Data_Augmentation_for_Label-Scarce_Semantic_Segmentation_CVPR_2026_paper.pdf,,
3375,2026-06-07,SIGMA: Selective-Interleaved Generation with Multi-Attribute Tokens,"Xiaoyan Zhang, Zechen Bai, Haofan Wang et al.",Xiaoyan Zhang; Zechen Bai; Haofan Wang; Yiren Song,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,selective,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_SIGMA_Selective-Interleaved_Generation_with_Multi-Attribute_Tokens_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_SIGMA_Selective-Interleaved_Generation_with_Multi-Attribute_Tokens_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.07564,
3383,2026-06-07,Personalized Image Descriptions from Attention Sequences,"Ruoyu Xue, Hieu Le, Jingyi Xu et al.",Ruoyu Xue; Hieu Le; Jingyi Xu; Sounak Mondal; Abe Leite; Gregory Zelinsky; Minh Hoai; Dimitris Samaras,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,personalized,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Xue_Personalized_Image_Descriptions_from_Attention_Sequences_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xue_Personalized_Image_Descriptions_from_Attention_Sequences_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.06662,
3387,2026-06-07,Towards Dynamic Modality Alignment in Multimodal Continual Learning,"Jiayao Tan, Fan Lyu, Tianle Liu et al.",Jiayao Tan; Fan Lyu; Tianle Liu; Fuyuan Hu; Wei Feng,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,alignment,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Tan_Towards_Dynamic_Modality_Alignment_in_Multimodal_Continual_Learning_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Tan_Towards_Dynamic_Modality_Alignment_in_Multimodal_Continual_Learning_CVPR_2026_paper.pdf,,
3392,2026-06-07,DNF-SR: Dual-Input and Negative-Aware Feature Fine-Tuning for Real-World Image Super-Resolution,"Shuhao Han, Wenjie Liao, Hayden Vance et al.",Shuhao Han; Wenjie Liao; Hayden Vance; Hang Dong; Rui Zhang; Chun-Le Guo; Chongyi Li,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,super-resolution,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Han_DNF-SR_Dual-Input_and_Negative-Aware_Feature_Fine-Tuning_for_Real-World_Image_Super-Resolution_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Han_DNF-SR_Dual-Input_and_Negative-Aware_Feature_Fine-Tuning_for_Real-World_Image_Super-Resolution_CVPR_2026_paper.pdf,,
3403,2026-06-07,GOR-IS: 3D Gaussian Object Removal In the Intrinsic Space,"Yonghao Zhao, Yupeng Gao, Jian Yang et al.",Yonghao Zhao; Yupeng Gao; Jian Yang; Jin Xie; Beibei Wang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,object removal,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Zhao_GOR-IS_3D_Gaussian_Object_Removal_In_the_Intrinsic_Space_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhao_GOR-IS_3D_Gaussian_Object_Removal_In_the_Intrinsic_Space_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.00498,
3409,2026-06-07,Remote Sensing Image Super-Resolution for Imbalanced Textures: A Texture-Aware Diffusion Framework,"Enzhuo Zhang, Sijie Zhao, Dilxat Muhtar et al.",Enzhuo Zhang; Sijie Zhao; Dilxat Muhtar; Zhenshi Li; Xueliang Zhang; Pengfeng Xiao,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,super-resolution,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_Remote_Sensing_Image_Super-Resolution_for_Imbalanced_Textures_A_Texture-Aware_Diffusion_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Remote_Sensing_Image_Super-Resolution_for_Imbalanced_Textures_A_Texture-Aware_Diffusion_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.13994,
3419,2026-06-07,MV-Fashion: Towards Enabling Virtual Try-On and Size Estimation with Multi-View Paired Data,"Hunor Laczkó, Libang Jia, Loc-Phat Truong et al.",Hunor Laczkó; Libang Jia; Loc-Phat Truong; Diego Hernández; Sergio Escalera; Jordi Gonzalez; Meysam Madadi,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,virtual try-on; try-on,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Laczko_MV-Fashion_Towards_Enabling_Virtual_Try-On_and_Size_Estimation_with_Multi-View_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Laczko_MV-Fashion_Towards_Enabling_Virtual_Try-On_and_Size_Estimation_with_Multi-View_CVPR_2026_paper.pdf,,
3427,2026-06-07,WiseEdit: Benchmarking Cognition- and Creativity-Informed Image Editing,"Kaihang Pan, Weile Chen, Haiyi Qiu et al.",Kaihang Pan; Weile Chen; Haiyi Qiu; Qifan Yu; Wendong Bu; Zehan Wang; Yun Zhu; Juncheng Li; Siliang Tang,强相关,include,评测、数据与可信编辑,Benchmark / Evaluation,图像,Deep Read,作为评测、授权、可信编辑和产品化约束阅读，适合指导后续benchmark设计。,评估、授权或约束编辑系统，使复杂指令和可信使用可被度量。,CVF metadata title-level triage,image editing,,https://openaccess.thecvf.com/content/CVPR2026/html/Pan_WiseEdit_Benchmarking_Cognition-_and_Creativity-Informed_Image_Editing_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Pan_WiseEdit_Benchmarking_Cognition-_and_Creativity-Informed_Image_Editing_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.00387,
3428,2026-06-07,Interpretable Prompts made Edit-Friendly: Token-to-Token Similarity Reduction in dLLMs for Edit-Friendly Hard Prompt Inversion,"Naresh Kumar Devulapally, Shruti Agarwal, Vishal Asnani et al.",Naresh Kumar Devulapally; Shruti Agarwal; Vishal Asnani; Vishnu Suresh Lokhande,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,prompt,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Devulapally_Interpretable_Prompts_made_Edit-Friendly_Token-to-Token_Similarity_Reduction_in_dLLMs_for_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Devulapally_Interpretable_Prompts_made_Edit-Friendly_Token-to-Token_Similarity_Reduction_in_dLLMs_for_CVPR_2026_paper.pdf,,
3438,2026-06-07,Motion-Aware Animatable Gaussian Avatars Deblurring,"Muyao Niu, Yifan Zhan, Qingtian Zhu et al.",Muyao Niu; Yifan Zhan; Qingtian Zhu; Zhuoxiao Li; Wei Wang; Zhihang Zhong; Xiao Sun; Yinqiang Zheng,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,deblurring,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Niu_Motion-Aware_Animatable_Gaussian_Avatars_Deblurring_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Niu_Motion-Aware_Animatable_Gaussian_Avatars_Deblurring_CVPR_2026_paper.pdf,https://arxiv.org/abs/2411.16758,
3440,2026-06-07,Bridging Fidelity-Reality with Controllable One-Step Diffusion for Image Super-Resolution,"Hao Chen, Junyang Chen, Jinshan Pan et al.",Hao Chen; Junyang Chen; Jinshan Pan; Jiangxin Dong,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,controllable; super-resolution,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_Bridging_Fidelity-Reality_with_Controllable_One-Step_Diffusion_for_Image_Super-Resolution_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Bridging_Fidelity-Reality_with_Controllable_One-Step_Diffusion_for_Image_Super-Resolution_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.14061,
3445,2026-06-07,OLATverse: A Large-scale Real-world Object Dataset with Precise Lighting Control,"Xilong Zhou, Jianchun Chen, Pramod Rao et al.",Xilong Zhou; Jianchun Chen; Pramod Rao; Timo Teufel; Linjie Lyu; Tigran Minasian; Oleksandr Sotnychenko; Xiao-Xiao Long; Marc Habermann; Christian Theobalt,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,control,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Zhou_OLATverse_A_Large-scale_Real-world_Object_Dataset_with_Precise_Lighting_Control_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhou_OLATverse_A_Large-scale_Real-world_Object_Dataset_with_Precise_Lighting_Control_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.02483,
3464,2026-06-07,URICA: A Uniformity Region Affine Identifier Capture Algorithm for Arbitrary Region Retrieval in Pathology Images,"Ri Su, Zhao Chen, Caleb Chen Cao et al.",Ri Su; Zhao Chen; Caleb Chen Cao; Lei Chen,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,region; retrieval,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Su_URICA_A_Uniformity_Region_Affine_Identifier_Capture_Algorithm_for_Arbitrary_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Su_URICA_A_Uniformity_Region_Affine_Identifier_Capture_Algorithm_for_Arbitrary_CVPR_2026_paper.pdf,,
3482,2026-06-07,SR3R: Rethinking Super-Resolution 3D Reconstruction With Feed-Forward Gaussian Splatting,"Xiang Feng, Xiangbo Wang, Tieshi Zhong et al.",Xiang Feng; Xiangbo Wang; Tieshi Zhong; Chengkai Wang; Yiting Zhao; Tianxiang Xu; Zhenzhong Kuang; Feiwei Qin; Xuefei Yin; Yanming Zhu,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,super-resolution,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Feng_SR3R_Rethinking_Super-Resolution_3D_Reconstruction_With_Feed-Forward_Gaussian_Splatting_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Feng_SR3R_Rethinking_Super-Resolution_3D_Reconstruction_With_Feed-Forward_Gaussian_Splatting_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.24020,
3483,2026-06-07,WeatherCity: Urban Scene Reconstruction with Controllable Multi-Weather Transformation,"Wenhua Wu, Huai Guan, Zhe Liu et al.",Wenhua Wu; Huai Guan; Zhe Liu; Hesheng Wang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,controllable,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Wu_WeatherCity_Urban_Scene_Reconstruction_with_Controllable_Multi-Weather_Transformation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_WeatherCity_Urban_Scene_Reconstruction_with_Controllable_Multi-Weather_Transformation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.22096,
3484,2026-06-07,TM-BSN: Triangular-Masked Blind-Spot Network for Real-World Self-Supervised Image Denoising,"Junyoung Park, Youngjin Oh, Nam Ik Cho",Junyoung Park; Youngjin Oh; Nam Ik Cho,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,denoising,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Park_TM-BSN_Triangular-Masked_Blind-Spot_Network_for_Real-World_Self-Supervised_Image_Denoising_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Park_TM-BSN_Triangular-Masked_Blind-Spot_Network_for_Real-World_Self-Supervised_Image_Denoising_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.04484,
3488,2026-06-07,Boosting Visual Reprogramming for CLIP with Dual Granularity Alignment,"Jiayang Wu, Xinyang Chen, Ke Lv et al.",Jiayang Wu; Xinyang Chen; Ke Lv; Weili Guan,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,alignment,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Wu_Boosting_Visual_Reprogramming_for_CLIP_with_Dual_Granularity_Alignment_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_Boosting_Visual_Reprogramming_for_CLIP_with_Dual_Granularity_Alignment_CVPR_2026_paper.pdf,,
3490,2026-06-07,FaceCam: Portrait Video Camera Control via Scale-Aware Conditioning,"Weijie Lyu, Ming-Hsuan Yang, Zhixin Shu",Weijie Lyu; Ming-Hsuan Yang; Zhixin Shu,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,control,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Lyu_FaceCam_Portrait_Video_Camera_Control_via_Scale-Aware_Conditioning_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Lyu_FaceCam_Portrait_Video_Camera_Control_via_Scale-Aware_Conditioning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.05506,
